"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","premise","postal_code_new"
"1538","04/07/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BROOKLYN",63,40.624914586,-73.941682256,"(40.624914586, -73.941682256)",1538,"3499 Avenue K, Brooklyn, NY 11210, USA","3499","Avenue K","Flatlands","Brooklyn","Kings County","New York","United States",11210,4144,NA,NA,"11210"
"1539","12/02/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",84,40.685713852,-73.981680984,"(40.685713852, -73.981680984)",1539,"487-489 Atlantic Ave, Brooklyn, NY 11217, USA","487-489","Atlantic Avenue","Boerum Hill","Brooklyn","Kings County","New York","United States",11217,NA,NA,NA,"11217"
"1540","06/29/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",60,40.579451766,-73.979607759,"(40.579451766, -73.979607759)",1540,"1113 Neptune Ave, Brooklyn, NY 11224, USA","1113","Neptune Avenue","Coney Island","Brooklyn","Kings County","New York","United States",11224,NA,NA,NA,"11224"
"1541","01/22/2015","DANGEROUS DRUGS","FELONY","BROOKLYN",75,40.685737739,-73.874761666,"(40.685737739, -73.874761666)",1541,"120-122 Euclid Ave, Brooklyn, NY 11208, USA","120-122","Euclid Avenue","Cypress Hills","Brooklyn","Kings County","New York","United States",11208,1420,NA,NA,"11208"
"1542","10/06/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",48,40.85708642,-73.888081934,"(40.85708642, -73.888081934)",1542,"553-565 E 188th St, Bronx, NY 10458, USA","553-565","East 188th Street","West Bronx","Bronx","Bronx County","New York","United States",10458,5953,NA,NA,"10458"
"1543","05/11/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",90,40.710569155,-73.943735467,"(40.710569155, -73.943735467)",1543,"239 Graham Ave, Brooklyn, NY 11206, USA","239","Graham Avenue","Williamsburg","Brooklyn","Kings County","New York","United States",11206,NA,NA,NA,"11206"
"1544","07/24/2015","GRAND LARCENY","FELONY","MANHATTAN",14,40.747919222,-73.988243174,"(40.747919222, -73.988243174)",1544,"1240-1252 Broadway, New York, NY 10001, USA","1240-1252","Broadway","Midtown","Manhattan","New York County","New York","United States",10001,NA,"New York",NA,"10001"
"1545","09/02/2015","HARRASSMENT 2","VIOLATION","QUEENS",114,40.756219989,-73.92895572,"(40.756219989, -73.92895572)",1545,"31-99 36th Ave, Astoria, NY 11106, USA","31-99","36th Avenue","Astoria","Queens","Queens County","New York","United States",11106,NA,NA,NA,"11106"
"1546","04/22/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",10,40.74530132,-73.998489317,"(40.74530132, -73.998489317)",1546,"300 W 23rd St, New York, NY 10011, USA","300","West 23rd Street","Midtown","Manhattan","New York County","New York","United States",10011,NA,"New York",NA,"10011"
"1547","01/25/2015","GRAND LARCENY","FELONY","QUEENS",115,40.753934231,-73.88270402,"(40.753934231, -73.88270402)",1547,"84-1 34th Ave, Jackson Heights, NY 11372, USA","84-1","34th Avenue","Jackson Heights","Queens","Queens County","New York","United States",11372,NA,NA,NA,"11372"
"1548","06/12/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",83,40.69021732,-73.921367059,"(40.69021732, -73.921367059)",1548,"1091 Gates Ave, Brooklyn, NY 11221, USA","1091","Gates Avenue","Bushwick","Brooklyn","Kings County","New York","United States",11221,NA,NA,NA,"11221"
"1549","08/12/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BROOKLYN",67,40.651939037,-73.945806672,"(40.651939037, -73.945806672)",1549,"206-208 E 34th St, Brooklyn, NY 11203, USA","206-208","East 34th Street","East Flatbush","Brooklyn","Kings County","New York","United States",11203,NA,NA,NA,"11203"
"1550","12/19/2015","THEFT OF SERVICES","MISDEMEANOR","MANHATTAN",28,40.804428073,-73.95537021,"(40.804428073, -73.95537021)",1550,"2151 Frederick Douglass Blvd, New York, NY 10026, USA","2151","Frederick Douglass Boulevard","Upper Manhattan","Manhattan","New York County","New York","United States",10026,NA,"New York",NA,"10026"
"1551","12/18/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BROOKLYN",84,40.695916397,-73.983218043,"(40.695916397, -73.983218043)",1551,"277 Gold St, Brooklyn, NY 11201, USA","277","Gold Street","Downtown Brooklyn","Brooklyn","Kings County","New York","United States",11201,NA,NA,NA,"11201"
"1552","02/07/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS",113,40.684247216,-73.757791299,"(40.684247216, -73.757791299)",1552,"188-5-188-11 122nd Ave, St. Albans, NY 11413, USA","188-5-188-11","122nd Avenue","St. Albans","Queens","Queens County","New York","United States",11413,NA,NA,NA,"11413"
"1553","07/06/2015","BURGLARY","FELONY","MANHATTAN",19,40.777674379,-73.953362559,"(40.777674379, -73.953362559)",1553,"222-224 E 85th St, New York, NY 10028, USA","222-224","East 85th Street","Upper East Side","Manhattan","New York County","New York","United States",10028,NA,"New York",NA,"10028"
"1554","06/03/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BROOKLYN",70,40.637006644,-73.957002662,"(40.637006644, -73.957002662)",1554,"2105 Foster Ave, Brooklyn, NY 11210, USA","2105","Foster Avenue","Flatbush - Ditmas Park","Brooklyn","Kings County","New York","United States",11210,NA,NA,NA,"11210"
"1555","05/31/2015","FELONY ASSAULT","FELONY","BROOKLYN",69,40.635571457,-73.900112658,"(40.635571457, -73.900112658)",1555,"9011 Avenue L, Brooklyn, NY 11236, USA","9011","Avenue L","Canarsie","Brooklyn","Kings County","New York","United States",11236,4722,NA,NA,"11236"
"1556","05/18/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",49,40.84637013,-73.866536503,"(40.84637013, -73.866536503)",1556,"1835 White Plains Rd, Bronx, NY 10462, USA","1835","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States",10462,NA,NA,NA,"10462"
"1557","09/04/2015","ROBBERY","FELONY","BROOKLYN",61,40.598363825,-73.940985252,"(40.598363825, -73.940985252)",1557,"2928-2938 Avenue V, Brooklyn, NY 11229, USA","2928-2938","Avenue V","Sheepshead Bay","Brooklyn","Kings County","New York","United States",11229,NA,NA,NA,"11229"
"1558","04/26/2015","GRAND LARCENY","FELONY","MANHATTAN",24,40.788366253,-73.974524157,"(40.788366253, -73.974524157)",1558,"175 W 87th St, New York, NY 10024, USA","175","West 87th Street","Upper West Side","Manhattan","New York County","New York","United States",10024,NA,"New York",NA,"10024"
"1559","06/01/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",67,40.65257276,-73.951219199,"(40.65257276, -73.951219199)",1559,"173-249 Linden Blvd, Brooklyn, NY 11226, USA","173-249","Linden Boulevard",NA,"Brooklyn","Kings County","New York","United States",11226,NA,NA,NA,"11226"
"1560","12/25/2015","HARRASSMENT 2","VIOLATION","BROOKLYN",60,40.576929707,-73.982106796,"(40.576929707, -73.982106796)",1560,"1415-1419 Mermaid Ave, Brooklyn, NY 11224, USA","1415-1419","Mermaid Avenue","Coney Island","Brooklyn","Kings County","New York","United States",11224,2615,NA,NA,"11224"
"1561","10/12/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",90,40.712778659,-73.964269076,"(40.712778659, -73.964269076)",1561,"304-320 Berry St, Brooklyn, NY 11249, USA","304-320","Berry Street","Williamsburg","Brooklyn","Kings County","New York","United States",11249,NA,NA,NA,"11249"
"1562","05/04/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","MANHATTAN",23,40.789457728,-73.941743979,"(40.789457728, -73.941743979)",1562,"319-335 E 105th St, New York, NY 10029, USA","319-335","East 105th Street","Upper Manhattan","Manhattan","New York County","New York","United States",10029,NA,"New York",NA,"10029"
"1563","10/21/2015","GRAND LARCENY","FELONY","BROOKLYN",73,40.663821621,-73.911168608,"(40.663821621, -73.911168608)",1563,"298 Bristol St, Brooklyn, NY 11212, USA","298","Bristol Street","Brownsville","Brooklyn","Kings County","New York","United States",11212,NA,NA,NA,"11212"
"1564","04/04/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",73,40.668646373,-73.917784125,"(40.668646373, -73.917784125)",1564,"1501 Pitkin Ave, Brooklyn, NY 11212, USA","1501","Pitkin Avenue","Brownsville","Brooklyn","Kings County","New York","United States",11212,4297,NA,NA,"11212"
"1565","07/07/2015","PETIT LARCENY","MISDEMEANOR","STATEN ISLAND",121,40.624427193,-74.139777027,"(40.624427193, -74.139777027)",1565,"1565 Forest Ave, Staten Island, NY 10302, USA","1565","Forest Avenue","Elm Park","Staten Island","Richmond County","New York","United States",10302,2226,NA,NA,"10302"
"1566","03/12/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.823180032,-73.866536043,"(40.823180032, -73.866536043)",1566,"1755 Story Ave, Bronx, NY 10473, USA","1755","Story Avenue","East Bronx","Bronx","Bronx County","New York","United States",10473,NA,NA,NA,"10473"
"1567","02/21/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",52,40.861186817,-73.90635708,"(40.861186817, -73.90635708)",1567,"2305 University Ave, Bronx, NY 10468, USA","2305","University Avenue","West Bronx","Bronx","Bronx County","New York","United States",10468,NA,NA,NA,"10468"
"1568","11/19/2015","PETIT LARCENY","MISDEMEANOR","BRONX",47,40.878066084,-73.834821011,"(40.878066084, -73.834821011)",1568,"3300 Palmer Ave, Bronx, NY 10475, USA","3300","Palmer Avenue","East Bronx","Bronx","Bronx County","New York","United States",10475,1511,NA,NA,"10475"
"1569","02/11/2015","ROBBERY","FELONY","BRONX",47,40.887810644,-73.860453292,"(40.887810644, -73.860453292)",1569,"700-708 E 225th St, Bronx, NY 10466, USA","700-708","East 225th Street","East Bronx","Bronx","Bronx County","New York","United States",10466,NA,NA,NA,"10466"
"1570","11/07/2015","ROBBERY","FELONY","BROOKLYN",84,40.688911389,-73.980930089,"(40.688911389, -73.980930089)",1570,"544 Fulton St, Brooklyn, NY 11201, USA","544","Fulton Street","Downtown Brooklyn","Brooklyn","Kings County","New York","United States",11201,NA,NA,NA,"11201"
"1571","04/22/2015","MISCELLANEOUS PENAL LAW","FELONY","QUEENS",100,40.592915401,-73.79515198,"(40.592915401, -73.79515198)",1571,"400 Beach 66th St, Arverne, NY 11692, USA","400","Beach 66th Street","Arverne","Queens","Queens County","New York","United States",11692,1430,NA,NA,"11692"
"1572","01/16/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",44,40.824727387,-73.918931789,"(40.824727387, -73.918931789)",1572,"822-828 Concourse Village E, Bronx, NY 10451, USA","822-828","Concourse Village East","West Bronx","Bronx","Bronx County","New York","United States",10451,3742,NA,NA,"10451"
"1573","10/19/2015","FELONY ASSAULT","FELONY","BRONX",46,40.853853379,-73.917688948,"(40.853853379, -73.917688948)",1573,"1861 Sedgwick Ave, Bronx, NY 10453, USA","1861","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States",10453,NA,NA,NA,"10453"
"1574","05/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","MANHATTAN",23,40.793495993,-73.94327534,"(40.793495993, -73.94327534)",1574,"1982 3rd Ave, New York, NY 10029, USA","1982","3rd Avenue","East Harlem","Manhattan","New York County","New York","United States",10029,3602,"New York",NA,"10029"
"1575","01/15/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",110,40.744204266,-73.885608229,"(40.744204266, -73.885608229)",1575,"79-2-79-6 Broadway, Elmhurst, NY 11373, USA","79-2-79-6","Broadway","Elmhurst","Queens","Queens County","New York","United States",11373,NA,NA,NA,"11373"
"1576","09/26/2015","CRIMINAL TRESPASS","MISDEMEANOR","QUEENS",108,40.743527318,-73.911708315,"(40.743527318, -73.911708315)",1576,"43-8-43-10 53rd St, Woodside, NY 11377, USA","43-8-43-10","53rd Street","Woodside","Queens","Queens County","New York","United States",11377,NA,NA,NA,"11377"
"1577","01/28/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",60,40.575442769,-73.987794763,"(40.575442769, -73.987794763)",1577,"2920 W 21st St, Brooklyn, NY 11224, USA","2920","West 21st Street","Coney Island","Brooklyn","Kings County","New York","United States",11224,NA,NA,NA,"11224"
"1578","06/16/2015","ADMINISTRATIVE CODE","MISDEMEANOR","QUEENS",107,40.734690762,-73.810563958,"(40.734690762, -73.810563958)",1578,"66 Parsons Blvd, Fresh Meadows, NY 11365, USA","66","Parsons Boulevard","Fresh Meadows","Queens","Queens County","New York","United States",11365,NA,NA,NA,"11365"
"1579","04/15/2015","PETIT LARCENY","MISDEMEANOR","BROOKLYN",70,40.63125716,-73.945996398,"(40.63125716, -73.945996398)",1579,"1609-1621 Flatbush Ave, Brooklyn, NY 11210, USA","1609-1621","Flatbush Avenue","Flatlands","Brooklyn","Kings County","New York","United States",11210,3259,NA,NA,"11210"
"1580","07/06/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",1,40.710093847,-74.01060963,"(40.710093847, -74.01060963)",1580,"1-27 Cortlandt St, New York, NY 10007, USA","1-27","Cortlandt Street","Lower Manhattan","Manhattan","New York County","New York","United States",10007,3103,"New York",NA,"10007"
"1581","08/27/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","QUEENS",113,40.686940984,-73.762285109,"(40.686940984, -73.762285109)",1581,"187-17-187-21 119th Dr, St. Albans, NY 11412, USA","187-17-187-21","119th Drive","St. Albans","Queens","Queens County","New York","United States",11412,3601,NA,NA,"11412"
"1582","02/05/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",43,40.827860137,-73.874179809,"(40.827860137, -73.874179809)",1582,"1145 Morrison Ave, Bronx, NY 10472, USA","1145","Morrison Avenue","East Bronx","Bronx","Bronx County","New York","United States",10472,NA,NA,NA,"10472"
"1583","03/17/2015","GRAND LARCENY","FELONY","BROOKLYN",90,40.704265921,-73.931312152,"(40.704265921, -73.931312152)",1583,"13 Morgan Ave, Brooklyn, NY 11237, USA","13","Morgan Avenue","East Williamsburg","Brooklyn","Kings County","New York","United States",11237,NA,NA,NA,"11237"
"1584","02/14/2015","GRAND LARCENY","FELONY","MANHATTAN",20,40.771655803,-73.988571136,"(40.771655803, -73.988571136)",1584,"227-245 W 60th St, New York, NY 10023, USA","227-245","West 60th Street","Upper West Side","Manhattan","New York County","New York","United States",10023,NA,"New York",NA,"10023"
"1585","12/30/2015","FELONY ASSAULT","FELONY","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",1585,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States",11370,NA,NA,NA,"11370"
"1586","08/17/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","QUEENS",111,40.760396139,-73.767502535,"(40.760396139, -73.767502535)",1586,"45-0-45-6 215th St, Bayside, NY 11361, USA","45-0-45-6","215th Street","Bayside","Queens","Queens County","New York","United States",11361,3340,NA,NA,"11361"
"1587","08/18/2015","ROBBERY","FELONY","BROOKLYN",68,40.62787033,-74.018327639,"(40.62787033, -74.018327639)",1587,"660 74th St, Brooklyn, NY 11209, USA","660","74th Street","Bay Ridge","Brooklyn","Kings County","New York","United States",11209,3324,NA,NA,"11209"
"1588","05/31/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",109,40.757379417,-73.834019371,"(40.757379417, -73.834019371)",1588,"40-22-40-28 College Point Blvd, Flushing, NY 11354, USA","40-22-40-28","College Point Boulevard","Flushing","Queens","Queens County","New York","United States",11354,NA,NA,NA,"11354"
"1589","06/14/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BROOKLYN",79,40.692172709,-73.953779359,"(40.692172709, -73.953779359)",1589,"195-299 Walworth St, Brooklyn, NY 11205, USA","195-299","Walworth Street","Bedford-Stuyvesant","Brooklyn","Kings County","New York","United States",11205,NA,NA,NA,"11205"
"1590","05/18/2015","FELONY ASSAULT","FELONY","BRONX",44,40.830702032,-73.922039379,"(40.830702032, -73.922039379)",1590,"1011 Walton Ave, Bronx, NY 10452, USA","1011","Walton Avenue","Concourse","Bronx","Bronx County","New York","United States",10452,9307,NA,NA,"10452"
"1591","10/14/2015","PETIT LARCENY","MISDEMEANOR","QUEENS",113,40.690777723,-73.785814782,"(40.690777723, -73.785814782)",1591,"165-0-165-98 Phroane Ave, Jamaica, NY 11433, USA","165-0-165-98","Phroane Avenue","Jamaica","Queens","Queens County","New York","United States",11433,3938,NA,NA,"11433"
"1592","11/15/2015","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN",75,40.652401465,-73.887131504,"(40.652401465, -73.887131504)",1592,"12098 Flatlands Ave, Brooklyn, NY 11236, USA","12098","Flatlands Avenue","East New York","Brooklyn","Kings County","New York","United States",11236,NA,NA,NA,"11236"
"1593","08/25/2015","MISCELLANEOUS PENAL LAW","FELONY","BROOKLYN",67,40.649853005,-73.917998281,"(40.649853005, -73.917998281)",1593,"143 E 89th St, Brooklyn, NY 11236, USA","143","East 89th Street","East Flatbush","Brooklyn","Kings County","New York","United States",11236,1233,NA,NA,"11236"
"1594","08/06/2015","HARRASSMENT 2","VIOLATION","MANHATTAN",5,40.716344152,-74.001253193,"(40.716344152, -74.001253193)",1594,"93-99 Centre St, New York, NY 10013, USA","93-99","Centre Street","Lower Manhattan","Manhattan","New York County","New York","United States",10013,4390,"New York",NA,"10013"
"1595","05/11/2015","BURGLARY","FELONY","QUEENS",105,40.67056217,-73.750299597,"(40.67056217, -73.750299597)",1595,"140-1-140-99 224th St, Laurelton, NY 11413, USA","140-1-140-99","224th Street","Laurelton","Queens","Queens County","New York","United States",11413,NA,NA,NA,"11413"
"1596","02/03/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",110,40.742861683,-73.877223738,"(40.742861683, -73.877223738)",1596,"44-15 Judge St, Queens, NY 11373, USA","44-15","Judge Street","Elmhurst","Queens","Queens County","New York","United States",11373,NA,"New York",NA,"11373"
"1597","08/07/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.852399561,-73.889217613,"(40.852399561, -73.889217613)",1597,"2225 Adams Pl, Bronx, NY 10457, USA","2225","Adams Place","West Bronx","Bronx","Bronx County","New York","United States",10457,NA,NA,NA,"10457"
"1598","03/16/2015","DANGEROUS DRUGS","MISDEMEANOR","BROOKLYN",84,40.701323372,-73.981795711,"(40.701323372, -73.981795711)",1598,"211-215 York St, Brooklyn, NY 11201, USA","211-215","York Street",NA,"Brooklyn","Kings County","New York","United States",11201,1509,NA,NA,"11201"
"1599","09/24/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","QUEENS",103,40.701590715,-73.780683987,"(40.701590715, -73.780683987)",1599,"107-37-107-41 Watson Pl, Jamaica, NY 11433, USA","107-37-107-41","Watson Place","Jamaica","Queens","Queens County","New York","United States",11433,2510,NA,NA,"11433"
"1600","04/28/2015","FELONY ASSAULT","FELONY","BRONX",46,40.853835858,-73.908980926,"(40.853835858, -73.908980926)",1600,"35 W Burnside Ave, Bronx, NY 10453, USA","35","West Burnside Avenue",NA,"Bronx",NA,"New York","United States",10453,4020,NA,NA,"10453"
"1601","08/21/2015","PETIT LARCENY","MISDEMEANOR","MANHATTAN",13,40.742237852,-73.991192516,"(40.742237852, -73.991192516)",1601,"31 W 23rd St, New York, NY 10010, USA","31","West 23rd Street","Midtown","Manhattan","New York County","New York","United States",10010,NA,"New York",NA,"10010"
"1602","02/23/2015","GRAND LARCENY","FELONY","BRONX",41,40.827663925,-73.886097092,"(40.827663925, -73.886097092)",1602,"1328-1348 Westchester Ave, Bronx, NY 10459, USA","1328-1348","Westchester Avenue","West Bronx","Bronx","Bronx County","New York","United States",10459,NA,NA,NA,"10459"
